day,customer_id,order_id,net_sales
2020-01-16,2958697365640,1954419507336,30.820
2020-01-16,2959851880584,1955290022024,30.820
2020-01-16,2959617491080,1955091021960,47.500
2020-01-17,2960639361160,1956047913096,19.000
2020-01-17,2960256499848,1955732684936,60.000
2020-01-17,2961178951816,1956585734280,14.250
2020-01-17,2960930046088,1956434215048,14.250
2020-01-17,2960105734280,1955556622472,30.820
2020-01-18,2961860100232,1957056807048,14.250
2020-01-18,2958051311752,1957112250504,22.800
2020-01-18,1125340348527,1956929929352,0.000
2020-01-18,2961358127240,1956715364488,18.700
2020-01-18,1116434432111,1956930060424,60.560
2020-01-18,2962398150792,1957314396296,115.250
2020-01-18,2961728438408,1956967186568,57.000
2020-01-18,2680097341576,1956998971528,47.500
2020-01-18,2962678677640,1958095126664,45.750
2020-01-18,2962340741256,1957230805128,22.000
2020-01-18,2962402017416,1957317574792,14.250
2020-01-18,2961952309384,1957126111368,50.500
2020-01-18,2962399494280,1957318131848,29.000
2020-01-18,2961356685448,1956714446984,30.820
2020-01-19,2587696595080,1958439059592,0.000
2020-01-19,2964233060488,1959103660168,36.250
2020-01-19,2963824410760,1958825197704,51.480
2020-01-19,2962842583176,1958204309640,28.500
2020-01-19,2964203733128,1959084064904,45.750
2020-01-19,1130947379311,1958438731912,0.000
2020-01-19,2963527106696,1958593396872,56.250
2020-01-19,2964242923656,1959109099656,14.250
2020-01-19,2963731644552,1958758776968,38.890
2020-01-19,1149938139247,1958438895752,40.380
2020-01-20,2297097814127,1960081031304,60.560
2020-01-20,2965707292808,1960904360072,71.250
2020-01-20,2965154824328,1960162820232,12.120
2020-01-20,2965763195016,1960977563784,14.250
2020-01-20,2965766537352,1960985002120,14.250
2020-01-20,2965317681288,1960312635528,56.250
2020-01-20,2965126643848,1960134803592,14.250
2020-01-20,2965185167496,1960190410888,12.120
2020-01-21,2938620444808,1961902276744,120.000
2020-01-21,2966212804744,1961435234440,14.250
2020-01-21,2966124593288,1961368748168,23.750
2020-01-21,2966691610760,1961790832776,34.320
2020-01-21,1109425651823,1961319071880,40.380
2020-01-21,2966592061576,1961711730824,71.250
2020-01-21,2966470295688,1961622012040,42.750
2020-01-21,2966756262024,1961857384584,14.250
2020-01-21,2966507651208,1961649045640,68.640
2020-01-21,2966857646216,1961930981512,100.940
2020-01-22,2919289913480,1962956325000,60.560
2020-01-22,2589419864200,1962216292488,0.000
2020-01-22,2967990567048,1962611966088,47.500
2020-01-22,2968143003784,1962732650632,14.250
2020-01-22,2963905577096,1962760765576,14.250
2020-01-22,2968955158664,1963002167432,23.750
2020-01-22,2968970920072,1963016323208,60.570
2020-01-22,2968033198216,1962645913736,14.250
2020-01-22,1129540714607,1962286284936,0.000
2020-01-23,2969732808840,1963569873032,11.400
2020-01-23,2969017254024,1963056038024,68.640
2020-01-23,2969956057224,1963784274056,14.250
2020-01-23,2962678677640,1964032262280,22.000
2020-01-24,2991301034120,1964809289864,67.750
2020-01-24,2968033198216,1965052264584,22.000
2020-01-24,2991375220872,1964871876744,59.080
2020-01-25,2992857481352,1965531070600,38.890
2020-01-25,2993223467144,1965842366600,22.000
2020-01-25,2993396416648,1965966917768,17.600
2020-01-25,2517590835336,1965854097544,190.000
2020-01-25,2993389076616,1965962002568,51.480
2020-01-25,2993204625544,1965837287560,140.750
2020-01-25,2965556592776,1965379682440,117.000
2020-01-25,2992649666696,1965350322312,38.890
2020-01-25,2993247387784,1965861240968,36.250
2020-01-25,2993330585736,1965918158984,57.000
2020-01-25,2993128308872,1965763231880,23.750
2020-01-25,2922793697416,1965963968648,56.250
2020-01-25,2993384784008,1965959708808,40.380
2020-01-25,2992740892808,1965432275080,20.190
2020-01-25,2992757178504,1965446037640,22.000
2020-01-25,2992643932296,1965343015048,80.750
2020-01-25,2992643932296,1965346685064,68.640
2020-01-25,2992436150408,1965112131720,40.380
2020-01-25,2993031807112,1965676626056,34.320
2020-01-25,2993232216200,1965849084040,59.080
2020-01-25,2435396108424,1965313949832,80.750
2020-01-26,2994346393736,1966414004360,29.000
2020-01-26,2994447941768,1966493663368,36.250
2020-01-26,2969806045320,1966548123784,57.000
2020-01-26,2993587257480,1966167130248,60.570
2020-01-26,2592863518856,1966188232840,60.560
2020-01-26,2994880086152,1966671036552,14.250
2020-01-26,2995030524040,1966719467656,20.190
2020-01-26,2994453938312,1966498381960,23.750
2020-01-26,2994544476296,1966570864776,36.250
2020-01-26,2994593202312,1966714552456,45.750
2020-01-26,2994142085256,1966256455816,14.250
2020-01-26,2994153783432,1966295974024,17.600
2020-01-26,2993401823368,1966336639112,17.600
2020-01-26,2993401823368,1965969571976,51.480
2020-01-26,2994364285064,1966428487816,36.250
2020-01-26,2994153783432,1966268973192,51.480
2020-01-27,2996407697544,1967687532680,36.250
2020-01-27,2995305578632,1966971388040,45.750
2020-01-27,2995826688136,1967286288520,71.250
2020-01-27,2947165585544,1967458386056,80.750
2020-01-27,2996145258632,1967496560776,93.250
2020-01-27,2996082081928,1967446720648,24.230
2020-01-27,2996383383688,1967660335240,51.480
2020-01-27,2968955158664,1967591751816,47.500
2020-01-27,2996077920392,1967444066440,50.500
2020-01-27,2784331890824,1967349235848,61.750
2020-01-27,2996118847624,1967477588104,14.250
2020-01-27,2996268662920,1967592276104,59.080
2020-01-27,2926704558216,1967074345096,80.750
2020-01-27,2995211731080,1966844444808,69.500
2020-01-27,2996139720840,1967492628616,30.820
2020-01-28,2965185167496,1968432644232,45.750
2020-01-28,1126902693999,1968276045960,71.250
2020-01-28,2590024695944,1967937028232,40.380
2020-01-28,2997052342408,1968142352520,22.000
2020-01-28,2997313667208,1968355639432,59.080
2020-01-28,2997290172552,1968336765064,47.500
2020-01-28,2997379367048,1968400498824,55.600
2020-01-28,2997439496328,1968429891720,51.480
2020-01-28,2997452832904,1968437919880,36.250
2020-01-28,2996507869320,1967768797320,36.250
2020-01-28,2594187509896,1967936962696,40.380
2020-01-28,2997077180552,1968161030280,30.820
2020-01-28,2997025210504,1968118431880,36.250
2020-01-28,2997592752264,1968518987912,36.250
2020-01-29,2999167418504,1969242898568,36.250
2020-01-29,3000336515208,1969357389960,30.820
2020-01-29,2963824410760,1969014767752,22.000
2020-01-29,2997916172424,1968945135752,237.500
2020-01-29,2997649997960,1968554672264,40.380
2020-01-29,2997980135560,1968830906504,69.500
2020-01-29,2999130882184,1969216848008,56.250
2020-01-29,1116634808431,1968759046280,40.380
2020-01-29,2999266541704,1969265901704,45.750
2020-01-29,2999593795720,1969292902536,56.250
2020-01-30,3002425737352,1970401247368,22.000
2020-01-30,3002491666568,1970448859272,50.500
2020-01-30,3002494582920,1970451480712,22.000
2020-01-30,3001642811528,1969674911880,36.250
2020-01-30,3002211598472,1970250776712,79.270
2020-01-30,3002032357512,1970098929800,23.750
2020-01-30,2929518903432,1969729077384,60.560
2020-01-30,3002257899656,1970284593288,36.250
2020-01-30,3000798216328,1969389568136,56.250
2020-01-30,3001718341768,1969780752520,14.250
2020-01-30,2960930046088,1969736974472,68.640
2020-01-30,3002409582728,1970391089288,30.820
2020-01-30,3001830408328,1969962483848,36.250
2020-01-30,3001608077448,1969603510408,59.080
2020-01-30,3002171392136,1970219745416,36.250
2020-01-30,3001475760264,1969428627592,38.890
2020-01-31,3003155710088,1971009421448,20.190
2020-01-31,3003108393096,1970970001544,23.750
2020-01-31,3004061221000,1971320750216,14.250
2020-01-31,3004458729608,1971411124360,29.000
2020-01-31,3003523727496,1971276742792,22.000
2020-01-31,3004183904392,1971359318152,14.250
2020-01-31,3002846118024,1970736267400,12.120
2020-01-31,3002554155144,1970495357064,99.450
2020-01-31,3002555728008,1970496077960,37.400
2020-01-31,3003117109384,1970976293000,139.830
2020-02-01,3002512703624,1972785119368,45.750
2020-02-01,3005259251848,1972515831944,51.480
2020-02-01,3005259251848,1972517208200,22.000
2020-02-01,3004968108168,1972289011848,34.320
2020-02-01,3005233299592,1972495810696,14.250
2020-02-01,3005107208328,1972397473928,36.250
2020-02-01,2937436799112,1972479885448,23.750
2020-02-01,3005244637320,1972504756360,14.250
2020-02-01,3005417619592,1972645888136,79.270
2020-02-01,3005624221832,1972800422024,36.250
2020-02-01,3004844933256,1972139884680,32.300
2020-02-01,3004559163528,1971566936200,79.270
2020-02-01,3004841951368,1972134772872,36.250
2020-02-01,3004910239880,1972240744584,12.120
2020-02-01,3004965716104,1972287406216,18.700
2020-02-01,2960105734280,1972542406792,47.500
2020-02-02,2946225864840,1973672640648,40.380
2020-02-02,3006799052936,1973642068104,59.080
2020-02-02,3006646812808,1973556969608,14.250
2020-02-02,3006386143368,1973365833864,38.890
2020-02-02,3006330175624,1973330018440,74.600
2020-02-02,3006554112136,1973487075464,30.820
2020-02-02,2883906470024,1973149171848,40.380
2020-02-02,3005774200968,1972902330504,47.500
2020-02-02,3006938251400,1973736407176,29.000
2020-02-02,3006679548040,1973581971592,12.120
2020-02-02,3006335418504,1973335163016,18.700
2020-02-02,3006206705800,1973246591112,45.750
2020-02-02,3005771219080,1972900692104,38.890
2020-02-02,3005807689864,1972923236488,34.320
2020-02-02,3006706253960,1973599797384,30.820
2020-02-02,3006037885064,1973248393352,36.250
2020-02-02,3006247469192,1973271888008,30.820
2020-02-02,3006718836872,1973608808584,36.250
2020-02-02,3006321164424,1973319008392,30.820
2020-02-02,3006184620168,1973236531336,36.250
2020-02-03,3007254560904,1974020341896,36.250
2020-02-03,3004115255432,1974573826184,79.270
2020-02-03,3007959466120,1974557278344,30.820
2020-02-03,3008215515272,1974632218760,23.750
2020-02-03,3007953338504,1974551478408,23.750
2020-02-03,3007415517320,1974117859464,51.480
2020-02-03,3008223346824,1974637559944,69.500
2020-02-03,3007940362376,1974541779080,40.380
2020-02-03,3007362105480,1974079717512,36.340
2020-02-03,3006953685128,1973811937416,20.190
2020-02-03,3007530500232,1974214033544,51.250
2020-02-03,3005590864008,1974368632968,29.000
2020-02-03,3007258099848,1974024011912,36.250
2020-02-03,3007939772552,1974541287560,74.600
2020-02-04,3008339083400,1974717448328,30.820
2020-02-04,3009414332552,1975449845896,30.820
2020-02-04,3009051951240,1975099850888,19.000
2020-02-04,3009981874312,1976785010824,51.250
2020-02-04,3009869185160,1976380522632,51.000
2020-02-04,3009200160904,1975215915144,73.250
2020-02-04,2902871015560,1975041622152,60.560
2020-02-04,3009299841160,1975302815880,30.820
2020-02-04,2959833170056,1976966774920,23.750
2020-02-04,3009599144072,1975626891400,12.120
2020-02-04,3009299153032,1975304945800,74.600
2020-02-04,3009704984712,1975902470280,51.250
2020-02-05,3010468413576,1978879475848,56.250
2020-02-05,3010511601800,1978636664968,22.000
2020-02-05,2438472401032,1980587540616,142.500
2020-02-05,3010618294408,1978936033416,30.820
2020-02-05,3010378662024,1978195083400,69.500
2020-02-05,3012703158408,1980605989000,51.250
2020-02-05,3012366893192,1979876933768,14.250
2020-02-05,3010740355208,1979216396424,71.250
2020-02-05,3012472144008,1980122038408,22.000
2020-02-05,3010752446600,1979251130504,36.250
2020-02-05,3012636770440,1980521054344,59.080
2020-02-05,3012292870280,1979772338312,47.500
2020-02-05,3012685168776,1980600942728,12.120
2020-02-05,3012292870280,1979758280840,22.000
2020-02-05,3012018012296,1979601617032,14.250
2020-02-06,3013279940744,1981108781192,117.000
2020-02-06,3014548717704,1981391896712,11.400
2020-02-06,3013748883592,1981210165384,36.250
2020-02-06,3012826824840,1980690071688,69.500
2020-02-06,3013981864072,1981226516616,36.250
2020-02-06,3013337579656,1981152624776,51.250
2020-02-06,3014797885576,1981565927560,93.250
2020-02-06,3013359206536,1981189226632,79.270
2020-02-07,3017124610184,1982697013384,36.500
2020-02-07,3015449936008,1982172397704,22.000
2020-02-07,3015602929800,1982294261896,59.500
2020-02-07,3015301267592,1982024089736,30.820
2020-02-07,3017093054600,1982674534536,36.500
2020-02-07,3015198802056,1981948002440,18.700
2020-02-07,2939349565576,1981917626504,40.380
2020-02-07,3015419429000,1982135402632,36.500
2020-02-07,3017201057928,1982751867016,92.000
2020-02-07,3017107406984,1982684889224,46.000
2020-02-07,3015213809800,1981960487048,36.250
2020-02-07,3015658635400,1982340792456,39.100
2020-02-08,3018600153224,1983782748296,14.500
2020-02-08,3018216407176,1983532630152,36.500
2020-02-08,3018554736776,1983753486472,12.330
2020-02-08,3018453581960,1983678447752,59.500
2020-02-08,3018469048456,1983689949320,31.030
2020-02-08,3017974677640,1983335956616,29.200
2020-02-08,3017772302472,1983176999048,31.030
2020-02-08,3017930145928,1983299551368,60.500
2020-02-08,3017864380552,1983248072840,31.030
2020-02-08,3017916317832,1983287656584,29.200
2020-02-08,2962785566856,1983230443656,31.030
2020-02-08,3017972842632,1983334908040,31.030
2020-02-08,3018584096904,1983772426376,68.000
2020-02-08,2997052342408,1983151112328,48.000
2020-02-08,3018004824200,1983357583496,24.000
2020-02-08,3018489430152,1983704760456,50.000
2020-02-08,3017544401032,1983077351560,31.030
2020-02-09,3018826416264,1983968215176,36.500
2020-02-09,3019215372424,1984179273864,36.500
2020-02-09,3020278399112,1984337051784,12.330
2020-02-09,3020196970632,1984327516296,46.000
2020-02-09,3019317772424,1984191004808,36.500
2020-02-09,3023228665992,1984697958536,24.000
2020-02-10,3024303292552,1985478393992,16.500
2020-02-10,3024303292552,1985477312648,34.000
2020-02-10,3024248537224,1985437302920,48.000
2020-02-10,3018564796552,1985361019016,70.000
2020-02-10,3024396124296,1985542488200,78.200
2020-02-11,1210394738799,1986186051720,14.500
2020-02-11,3025655365768,1986192867464,20.000
2020-02-11,3018584096904,1986123432072,16.500
2020-02-11,1131871404143,1986013429896,60.560
2020-02-11,3026049892488,1986209874056,24.000
2020-02-11,3026388091016,1986258927752,12.330
2020-02-11,3026037637256,1986207416456,14.500
2020-02-11,3025655365768,1986110095496,40.000
2020-02-11,3025145725064,1985970307208,56.000
2020-02-12,3036080504968,1986761392264,25.000
2020-02-12,3038967431304,1987571089544,20.400
2020-02-12,3039298191496,1987743678600,50.000
2020-02-12,3036080504968,1986757787784,102.000
2020-02-12,2680097341576,1987018391688,60.560
2020-02-12,3036696641672,1986907439240,14.500
2020-02-12,3037260152968,1987110437000,33.580
2020-02-12,3038661509256,1987338961032,14.500
2020-02-13,2430586847368,1988162748552,40.380
2020-02-14,3044272799880,1989670994056,31.600
2020-02-14,3044008067208,1989434278024,35.550
2020-02-14,2997980135560,1990018793608,72.000
2020-02-14,2912121290888,1989177344136,60.560
2020-02-15,2966124593288,1991314342024,19.200
2020-02-15,3046106136712,1990986498184,14.500
2020-02-15,3044471210120,1990552486024,64.800
2020-02-15,3046638747784,1991342260360,14.500
2020-02-15,3046625575048,1991332233352,49.000
2020-02-15,3046452396168,1991302414472,43.200
2020-02-15,1039208579183,1990926499976,48.000
2020-02-15,3045693587592,1990618054792,24.000
2020-02-15,3015658635400,1991532052616,24.000
2020-02-15,2958593327240,1990576210056,40.380
2020-02-15,2948173529224,1990576046216,80.750
2020-02-16,2590030856328,1992048672904,60.560
2020-02-16,3049059909768,1993356116104,25.000
2020-02-16,3048569798792,1992937898120,24.000
2020-02-16,3049276047496,1993469001864,39.500
2020-02-16,3047335821448,1991912259720,97.000
2020-02-16,3047066796168,1991651655816,13.050
2020-02-16,2958955315336,1992048345224,60.560
2020-02-17,3050927521928,1994263396488,13.050
2020-02-17,1160041201775,1994754195592,48.000
2020-02-17,1275259125871,1994161094792,72.000
2020-02-17,3051326603400,1994608607368,70.000
2020-02-17,3051937038472,1995198398600,14.500
2020-02-17,3050854285448,1994205298824,24.000
2020-02-18,1116081684591,1995828953224,96.000
2020-02-18,1125340348527,1995503698056,60.570
2020-02-18,3052918341768,1995633950856,13.050
2020-02-18,3052809420936,1995598200968,14.500
2020-02-18,3052587319432,1995531550856,65.700
2020-02-18,3051983896712,1995231625352,70.000
2020-02-18,2992740892808,1996886605960,24.000
2020-02-18,3052173131912,1995449335944,14.500
2020-02-18,3052999934088,1995667701896,25.000
2020-02-18,3053414383752,1995819188360,85.500
2020-02-18,3053103710344,1995704336520,14.500
2020-02-18,3055696085128,1997553664136,43.200
2020-02-18,3053163348104,1995724882056,14.500
2020-02-18,3052244861064,1995499602056,14.500
2020-02-18,3053267320968,1995763187848,11.600
2020-02-18,3052814041224,1995600199816,11.600
2020-02-18,3051965513864,1995218616456,39.500
2020-02-18,3053150077064,1995719835784,40.000
2020-02-18,3053101973640,1995709448328,29.000
2020-02-18,1116434432111,1995503730824,80.740
2020-02-18,3053321617544,1995780817032,24.000
2020-02-18,3053762805896,1995986337928,14.500
2020-02-18,3053108494472,1995705909384,39.500
2020-02-18,3055992275080,1997769736328,14.500
2020-02-18,3052588204168,1995531452552,70.000
2020-02-18,3055704178824,1997553860744,24.000
2020-02-18,3053402685576,1995814862984,24.000
2020-02-18,3053610401928,1995907858568,31.600
2020-02-18,3055414476936,1997356925064,14.500
2020-02-18,3054853161096,1996970655880,13.050
2020-02-18,3054340997256,1996608733320,13.050
2020-02-18,1116554920047,1995503599752,60.560
2020-02-18,3053429031048,1995825021064,14.500
2020-02-18,3053834666120,1996007342216,70.000
2020-02-19,3057482530952,1999334015112,11.600
2020-02-19,3057377509512,1999222767752,60.000
2020-02-19,1149938139247,1999240134792,40.380
2020-02-19,3058254610568,1999955722376,108.000
2020-02-19,2963824410760,1999241314440,60.560
2020-02-19,3059093635208,2000822993032,13.050
2020-02-19,3058253070472,1999956770952,11.600
2020-02-19,3017544401032,1999808462984,40.000
2020-02-19,2878112268424,1999240724616,0.000
2020-02-19,3057877876872,1999602155656,49.000
2020-02-19,1328636264559,2000101048456,96.000
2020-02-19,2593039057032,2000740712584,24.000
2020-02-19,1130947379311,1999239544968,60.560
2020-02-19,3023228665992,1997886324872,24.000
2020-02-19,904186724463,1999240495240,60.560
2020-02-20,3060365394056,2002223988872,88.200
2020-02-20,3065396428936,2003044106376,14.500
2020-02-20,2297097814127,2001961877640,60.560
2020-02-20,3060537950344,2002309513352,31.600
2020-02-20,3065521668232,2003204800648,39.500
2020-02-20,3060247593096,2002114281608,65.700
2020-02-20,3059702497416,2001442472072,39.500
2020-02-21,3067022442632,2005025259656,70.000
2020-02-21,2938620444808,2004833927304,120.000
2020-02-21,3067346550920,2005406515336,14.500
2020-02-21,3066849099912,2004840644744,39.500
2020-02-21,3068313239688,2006264873096,39.500
2020-02-21,2906026344584,2005902164104,276.000
2020-02-21,3067075559560,2005109670024,65.700
2020-02-21,3067036958856,2005043183752,35.550
2020-02-21,3068854173832,2006830743688,14.500
2020-02-21,1109425651823,2004833599624,40.380
2020-02-21,2966507651208,2004833730696,80.750
2020-02-22,3070431723656,2008737644680,48.000
2020-02-22,2589419864200,2007988535432,80.750
2020-02-22,3052233359496,2010044825736,13.050
2020-02-22,3072092536968,2010563346568,95.000
2020-02-22,2919289913480,2007989059720,60.560
2020-02-22,3017772302472,2007902290056,60.000
2020-02-23,3074090827912,2012821454984,80.000
2020-02-23,3073690042504,2012414935176,92.000
2020-02-23,3073675165832,2012402417800,14.500
2020-02-23,3074358182024,2013101326472,14.500
2020-02-24,3076191944840,2014553178248,21.600
2020-02-24,3076456775816,2014679269512,13.050
2020-02-24,3077121671304,2015494406280,21.600
2020-02-24,3077243306120,2015627968648,136.500
2020-02-24,3076834394248,2015181209736,24.000
2020-02-24,3077082677384,2015447875720,14.500
2020-02-24,3076631462024,2014908678280,22.500
2020-02-24,3076631462024,2015098175624,60.000
2020-02-24,2053548900463,2014255284360,60.560
2020-02-24,2992436150408,2014255546504,40.380
2020-02-24,3076606984328,2014899339400,70.000
2020-02-24,3077152276616,2015529599112,70.000
2020-02-24,2997649997960,2014288674952,70.000
2020-02-25,3078235521160,2016441598088,70.000
2020-02-25,2992643932296,2016174407816,80.750
2020-02-25,2435396108424,2016174309512,80.750
2020-02-25,2993031807112,2016174604424,40.380
2020-02-25,3079553220744,2017707393160,73.000
2020-02-25,3079672004744,2017823916168,39.500
2020-02-25,2993389076616,2016174702728,60.560
2020-02-25,3079235109000,2017368670344,95.000
2020-02-25,3079247986824,2017382629512,19.200
2020-02-25,3010752446600,2017373782152,72.000
2020-02-25,3079220789384,2017354088584,32.000
2020-02-25,3018469048456,2016467058824,40.000
2020-02-26,3093396324488,2023022723208,70.000
2020-02-26,3052173131912,2022844137608,70.000
2020-02-26,3089736302728,2020607459464,22.500
2020-02-26,2592863518856,2019952853128,60.560
2020-02-26,2994153783432,2019953705096,60.560
2020-02-26,3093504688264,2023111295112,49.000
2020-02-26,3092902871176,2022403604616,65.700
2020-02-26,3092573913224,2021953929352,54.000
2020-02-26,2930060689544,2018364260488,65.700
2020-02-26,3093453308040,2023063027848,35.550
2020-02-27,2926704558216,2023860994184,80.750
2020-02-27,3053163348104,2024045609096,80.000
2020-02-27,3096677515400,2024635990152,14.500
2020-02-27,3095843340424,2024327250056,39.500
2020-02-27,2947165585544,2023861125256,80.750
2020-02-27,3095660494984,2024178974856,54.000
2020-02-27,3096591761544,2024571699336,39.500
2020-02-27,3095570284680,2024110784648,39.500
2020-02-27,3095589683336,2024118354056,24.000
2020-02-28,2997439496328,2025065054344,60.560
2020-02-28,2590024695944,2025064956040,40.380
2020-02-28,3097020301448,2025001582728,57.150
2020-02-28,3097458901128,2025319989384,43.500
2020-02-29,3099935637640,2027572461704,40.000
2020-02-29,3098338295944,2026109862024,65.700
2020-02-29,1116634808431,2026438852744,40.380
2020-02-29,2960930046088,2026439082120,80.750
2020-02-29,2929518903432,2026438983816,60.560
2020-02-29,3098627637384,2026356146312,49.000
2020-02-29,3099137409160,2026901569672,24.000
2020-03-01,3102550982792,2029043810440,22.500
2020-03-01,3102102913160,2028709183624,24.000
2020-03-01,3005259251848,2028139151496,60.560
2020-03-01,3069899997320,2028767084680,25.000
2020-03-01,3076191944840,2028870434952,49.000
2020-03-01,3102550982792,2029042663560,40.000
2020-03-02,3093504688264,2029835813000,60.000
2020-03-02,3005807689864,2029554172040,40.380
2020-03-02,3102550982792,2029043810440,-10.000
2020-03-02,3103732695176,2030111195272,22.500
2020-03-02,3103732695176,2030120894600,40.000
2020-03-03,3097020301448,2031362408584,73.000
2020-03-03,3007415517320,2031099150472,0.000
2020-03-03,3007362105480,2031098986632,36.340
2020-03-03,3106669199496,2031465955464,44.100
2020-03-04,2902871015560,2032534749320,60.560
2020-03-04,3112912158856,2033281073288,25.000
2020-03-04,3110218236040,2032528949384,66.600
2020-03-05,3117421232264,2036014252168,21.600
2020-03-05,1121703919727,2035096420488,24.000
2020-03-05,1042066014319,2035353059464,60.000
2020-03-05,3117321846920,2035912016008,35.550
2020-03-05,3006037885064,2035681656968,14.500
2020-03-05,3055414476936,2035261472904,48.000
2020-03-05,3071287394440,2035010306184,40.000
2020-03-05,3114434887816,2033907826824,24.000
2020-03-05,3117237567624,2035830685832,52.200
2020-03-05,3116742705288,2035310428296,39.500
2020-03-06,3057482530952,2037688631432,29.000
2020-03-06,3126850748552,2038586081416,14.500
2020-03-06,3103732695176,2037393916040,80.000
2020-03-06,3123167953032,2037440938120,29.000
2020-03-06,3007822659720,2037694398600,50.000
2020-03-06,3009599144072,2037579776136,36.000
2020-03-06,3017930145928,2037714256008,60.000
2020-03-06,3121942954120,2037340635272,25.000
2020-03-06,3047335821448,2037558935688,40.000
2020-03-06,3014460440712,2037740470408,39.500
2020-03-06,3122010947720,2037365407880,50.000
2020-03-06,3126313320584,2038193717384,24.000
2020-03-06,3126411919496,2038313779336,24.000
2020-03-06,3038967431304,2036684062856,40.000
2020-03-06,3126387081352,2038269116552,24.000
2020-03-06,3123775635592,2037493760136,24.000
2020-03-06,3126310731912,2038191816840,25.000
2020-03-06,3126759817352,2038485155976,24.000
2020-03-06,3122367627400,2037387591816,65.700
2020-03-07,3127855218824,2039513907336,44.100
2020-03-07,3127449878664,2039130226824,39.500
2020-03-07,3128828461192,2045117759624,14.500
2020-03-07,2939349565576,2039096803464,40.380
2020-03-07,3127542612104,2039207559304,65.700
2020-03-07,3126878109832,2038619242632,49.000
2020-03-07,3128812830856,2045262102664,13.780
2020-03-07,2992740892808,2040918704264,40.000
2020-03-07,3128589123720,2044806135944,14.500
2020-03-07,3128889573512,2045170679944,39.500
2020-03-07,3129032933512,2045277798536,57.150
2020-03-07,3127529046152,2039200481416,70.000
2020-03-07,3127441653896,2039123443848,21.600
2020-03-08,3130090258568,2046129995912,49.000
2020-03-08,3130529185928,2046448631944,24.000
2020-03-08,3018584096904,2045616586888,80.000
2020-03-08,3130574930056,2046483038344,14.500
2020-03-08,3130589773960,2046493556872,25.000
2020-03-08,2962785566856,2046246682760,40.000
2020-03-08,2440380383368,2045982245000,118.000
2020-03-08,3006706253960,2046160699528,40.000
